Name	Status	NCBI_TaxID	ICTV
Caliciviridae bovine/DijonA143-2/06/FR	NCBI_only	760902	.
Cyanophage clone SS4713	NCBI_only	156809	.
Micropterus dolomieu adomavirus 2	NCBI_only	2681676	.
Micropterus dolomieu adomavirus 1	NCBI_only	2744370	.
Beihai fish calicivirus	NCBI_only	2116162	.
Stenotrophomonas phage TS-12	NCBI_only	2796496	.
Oyster mushroom spherical virus	NCBI_only	218667	.
Lentinula hubramonavirus	Both	2734358	2019.v1.4161
Pseudomonas virus PR4	Both	2169699	2019.v1.6057
Magellan virus	NCBI_only	2707238	.
Wallerfield virus	NCBI_only	1457165	.
Boarmia bistortata nucleopolyhedrovirus	NCBI_only	271109	.
Porcine bocavirus type 1-2	NCBI_only	1126385	.
Acinetobacter phage VB_ApiP_XC38	NCBI_only	2655002	.
Thielaviopsis basicola mitovirus	NCBI_only	274584	.
Phytophthora endornavirus 3	NCBI_only	2779400	.
Ranavirus maxima/9995205/DNK	NCBI_only	796592	.
Mycobacterium phage YoungMoneyMata	NCBI_only	2603263	.
Mycobacterium phage Scarlett	NCBI_only	2419615	.
Vibrio virus phi3	Both	2560836	2019.v1.528
Serratia phage 214_S16	NCBI_only	2682148	.
Vibrio phage Ch457	NCBI_only	213778	.
Mycobacterium virus Fionnbarth	NCBI_only	1097753	.
Ligustrum virus A	Both	1899566	2019.v1.3702
Escherichia phage phT4A	NCBI_only	1852638	.
Broome phasivirus 1	NCBI_only	2755150	.
Mycobacterium phage OKCentral2016	NCBI_only	2040289	.
Acinetobacter virus AbKT21III	Both	2733316	2019.v1.146
Marine virus AFVG_250M1096	NCBI_only	2693122	.
Abutilon geminivirus	NCBI_only	75571	.
Marine virus AFVG_250M1097	NCBI_only	2693123	.
Marine virus AFVG_250M1095	NCBI_only	2693121	.
Acinetobacter phage fEg-Aba01	NCBI_only	2736181	.
Tiger puffer nervous necrosis virus	Both	43764	2019.v1.3927
Calliptamus italicus entomopoxvirus	NCBI_only	257630	.
Shahe arthropod virus 1	NCBI_only	1923409	.
Mycobacterium virus Heldan	Both	1032892	2019.v1.1624
Lactococcus phage Tuc2009	NCBI_only	35241	.
Fusarium andiyazi mitovirus 2	NCBI_only	2716760	.
Fusarium andiyazi mitovirus 1	NCBI_only	2716759	.
Potato virus H	Both	1046402	2019.v1.3715
Kummerowia striata luteovirus	NCBI_only	2738912	.
Streptococcus phage phi5218	NCBI_only	1289597	.
Blackberry virus S	Both	670883	2019.v1.3791
Arthrobacter phage Kumotta	NCBI_only	2588498	.
Blackberry virus Z	NCBI_only	371715	.
Blackberry virus X	NCBI_only	371714	.
Blackberry virus Y	Both	323118	2019.v1.5381
Picornaviridae str. 06-339	NCBI_only	478846	.
Blackberry virus A	Both	2185086	2019.v1.3772
Blackberry virus F	Both	2560349	2019.v1.5682
Babaco partitivirus 1	NCBI_only	2760414	.
Shayang virga-like virus 1	NCBI_only	1923463	.
Blackberry virus E	Both	1043184	2019.v1.3623
Chicken sicinivirus JSY	NCBI_only	1746030	.
Ustilaginoidea virens RNA virus L	NCBI_only	1561171	.
Ustilaginoidea virens RNA virus M	NCBI_only	1561172	.
Ustilaginoidea virens RNA virus 3	NCBI_only	1460374	.
Cotton leaf curl Alabad virus	Both	222456	2019.v1.2718
Ustilaginoidea virens RNA virus 1	NCBI_only	1312445	.
Ustilaginoidea virens RNA virus 6	NCBI_only	2005330	.
Escherichia phage aalborv	NCBI_only	2696375	.
Ustilaginoidea virens RNA virus 5	NCBI_only	1756615	.
Common squirrel monkey adenovirus 1	NCBI_only	2709242	.
Bacillus virus Evoli	Both	2560330	2019.v1.663
Lactobacillus phage KC5a	NCBI_only	363555	.
Rhynchosia yellow mosaic India virus	Both	935473	2019.v1.2862
Millet streak virus	NCBI_only	49268	.
Streptococcus phage Javan83	NCBI_only	2548308	.
Streptococcus phage Javan85	NCBI_only	2548310	.
Streptococcus phage Javan84	NCBI_only	2548309	.
Streptococcus phage Javan87	NCBI_only	2548311	.
Streptococcus phage Javan88	NCBI_only	2548312	.
Arthrobacter phage KeaneyLin	NCBI_only	2250412	.
Mycobacterium phage Thanksgivukkah	NCBI_only	1927030	.
Oat sterile dwarf virus	Both	73147	2019.v1.3348
Human rhinovirus NH379	NCBI_only	537559	.
Pseudomonas phage PaSz-1_45_270k	NCBI_only	2698958	.
Muikkunen hartmanivirus	Both	2734411	2019.v1.4468
Escherichia phage rV5_ev146	NCBI_only	2695844	.
Escherichia phage rV5_ev147	NCBI_only	2695843	.
Human rhinovirus K1206_290704	NCBI_only	764246	.
Faeces associated gemycircularvirus 1	NCBI_only	1593423	.
Husavirus sp.	NCBI_only	1930509	.
Pseudomonas virus Pa-K	NCBI_only	2698990	.
Vibrio phage VPMS1	NCBI_only	1233488	.
Ectropis obliqua nucleopolyhedrovirus	Both	59376	2019.v1.6340
Persimmon cytorhabdovirus	Both	2734382	2019.v1.4312
Gokushovirinae Fen672_31	NCBI_only	1655656	.
Human adenovirus D17H29	NCBI_only	650123	.
Streptococcus phage P7954	NCBI_only	1971439	.
Streptococcus phage P7955	NCBI_only	1971440	.
Streptococcus phage P7952	NCBI_only	1971437	.
Human rhinovirus HC90841	NCBI_only	532087	.
Streptococcus phage P7951	NCBI_only	1971436	.
Pseudomonas virus MP29	Both	505291	2019.v1.1490
Pseudomonas virus MP22	Both	397353	2019.v1.1489
Avipoxvirus E00/UN	NCBI_only	1047194	.
Potato virus M	Both	12167	2019.v1.3716
Colorado tick fever coltivirus	Both	2748762	2019.v1.3321
Densovirus SC2886	NCBI_only	1169630	.
Aspergillus neoniger ourmia-like virus 1	NCBI_only	2501288	.
Paenibacillus phage Kiel007	NCBI_only	2070191	.
Phlebovirus sandflies/Gr52/Spain/2004	NCBI_only	914123	.
Staphylococcus phage JS01	NCBI_only	1273712	.
Nucleorhabdovirus SR/Kurnool	NCBI_only	1133285	.
Kuka mita hah virus 1	NCBI_only	2448017	.
Hyposidra talaca nucleopolyhedrovirus	ICTV_only	.	2019.v1.6346
Avipoxvirus E00/U5	NCBI_only	1047193	.
Mito-like albercanusvirus	NCBI_only	2784750	.
Liman tick virus	NCBI_only	2789420	.
Chestnut teal chaphamaparvovirus	NCBI_only	2759402	.
Pseudomonas phage phiPsa381	NCBI_only	1460366	.
Salmonella phage SETP8	NCBI_only	424943	.
Salmonella phage SETP1	NCBI_only	424922	.
Salmonella phage SETP5	NCBI_only	424945	.
Marine virus AFVG_250N00466	NCBI_only	2574236	.
Marine virus AFVG_250N00460	NCBI_only	2574233	.
Marine virus AFVG_250N00462	NCBI_only	2574234	.
Marine virus AFVG_250N00463	NCBI_only	2574235	.
Marine virus AFVG_250N00469	NCBI_only	2574237	.
Gokushovirus WZ-2015a	NCBI_only	1758150	.
Lentinula edodes tymo-like virus 1	NCBI_only	2778984	.
Mycobacterium phage TomBombadil	NCBI_only	2499065	.
Drosophila innubila nudivirus	NCBI_only	2057187	.
Sulfitobacter phage EE36phi1	NCBI_only	490913	.
Cyanophage 8B026	NCBI_only	1531327	.
Citrus jingmen-like virus	NCBI_only	1983763	.
Bat bug circovirus	NCBI_only	2026815	.
Tomato begomovirus satellite DNA beta	NCBI_only	234829	.
Digitaria didactyla striate mosaic virus	Both	889510	2019.v1.3095
Rotifer birnavirus strain Palavas	NCBI_only	595652	.
Escherichia virus VEc3	Both	2053697	2019.v1.249
Cercopithecine betaherpesvirus 5	Both	50292	2019.v1.58
Salmonella phage 118970_sal1	NCBI_only	1813781	.
Mycobacterium phage Rohr	NCBI_only	2250427	.
Salmonella phage 118970_sal3	NCBI_only	1813771	.
Jute mosaic virus	NCBI_only	459511	.
Marine virus AFVG_117C00111	NCBI_only	2573136	.
Stx2-converting phage Stx2a 981509	NCBI_only	2571131	.
Marine virus AFVG_117C00119	NCBI_only	2573139	.
Lymphocystis disease virus - Mississippi-2001	NCBI_only	380252	.
Sperm whale gammaherpesvirus	NCBI_only	655488	.
Arthrobacter phage Urla	NCBI_only	2047867	.
Fowl adenovirus 528/AD/01/turkey/India	NCBI_only	280052	.
Vallota speciosa virus - Narcissus/GBR/2008	NCBI_only	560227	.
Equine torovirus	Both	329862	2019.v1.5042
Marine virus AFVG_250N01339	NCBI_only	2574669	.
Feldmannia species virus a	ICTV_only	.	2019.v1.5931
Marine virus AFVG_250M813	NCBI_only	2694025	.
Marine virus AFVG_250N01333	NCBI_only	2574665	.
Bacteroides phage B40-8	NCBI_only	99179	.
Marine virus AFVG_250N01337	NCBI_only	2574668	.
Marine virus AFVG_250N01336	NCBI_only	2574667	.
Marine virus AFVG_250N01335	NCBI_only	2574666	.
Enterococcus phage EfsWh_1	NCBI_only	2698989	.
Crimson clover cryptic virus 2	Both	1323528	2019.v1.4889
Shahe sobemo-like virus 1	NCBI_only	1923454	.
Mycobacterium phage Brocalys	NCBI_only	1815608	.
Rhizoctonia solani bunya/phlebo-like virus 1	NCBI_only	2600106	.
Enterobacteria phage vB_EcoM_IME540	NCBI_only	2719567	.
Vibrio phage 1.083.O._10N.286.52.B9	NCBI_only	2070723	.
Sphingobium virus Lacusarx	Both	2560778	2019.v1.1746
Caulobacter phage RW	NCBI_only	2591034	.
Cacao swollen shoot Ghana P virus	NCBI_only	2057160	.
Mycobacterium phage TChen	NCBI_only	2163598	.
Mycobacterium phage SamScheppers	NCBI_only	2126955	.
Tamus red mosaic virus	Both	1081702	2019.v1.3670
Arthrobacter phage Riovina	NCBI_only	2499015	.
Bacillus virus AvesoBmore	Both	1984785	2019.v1.665
Vibrio phage 1.157.O._10N.261.45.B7	NCBI_only	1881208	.
Enterobacteria phage GiZh	NCBI_only	1651199	.
Enterobacteria phage F3	NCBI_only	108916	.
Enterobacteria phage F6	NCBI_only	108918	.
Bacillus phage vB_BpsS-140	NCBI_only	2419621	.
Enterobacteria phage F5	NCBI_only	108917	.
Chimpanzee stool-associated RNA virus	NCBI_only	2763566	.
Acinetobacter virus Aci05	Both	2734137	2019.v1.1120
Microbacterium virus Hendrix	Both	2734268	2019.v1.1937
Acinetobacter virus Aci07	Both	2733317	2019.v1.148
Acinetobacter virus Aci08	Both	2733318	2019.v1.149
Marine virus AFVG_250M984	NCBI_only	2694214	.
Marine virus AFVG_250M985	NCBI_only	2694215	.
Marine virus AFVG_250M986	NCBI_only	2694216	.
Marine virus AFVG_250M987	NCBI_only	2694217	.
Mycobacterium phage Ogopogo	NCBI_only	2099640	.
Marine virus AFVG_250M981	NCBI_only	2694211	.
Arthrobacter virus Joann	Both	1982081	2019.v1.1729
Marine virus AFVG_250M983	NCBI_only	2694213	.
Marine virus AFVG_250C01064	NCBI_only	2573857	.
Sweet clover necrotic mosaic virus	Both	28348	2019.v1.4057
Marine virus AFVG_250C01066	NCBI_only	2573858	.
Marine virus AFVG_250M988	NCBI_only	2694218	.
Marine virus AFVG_250C01061	NCBI_only	2573855	.
Marine virus AFVG_250C01063	NCBI_only	2573856	.
Ralstonia phage RP31	NCBI_only	1923890	.
Adenovirus Hu/RJ/2008-356/Brazil/2008	NCBI_only	862166	.
Klebsiella phage vB_KpnM_IME346	NCBI_only	2562174	.
Arthrobacter phage Guntur	NCBI_only	2315528	.
Streptomyces phage VWB	NCBI_only	10702	.
Klebsiella phage Marfa	NCBI_only	2587809	.
Salmonella phage A1	NCBI_only	328627	.
Streptomyces phage CricKo	NCBI_only	2725620	.
Frankliniella occidentalis associated narna-like virus 1	NCBI_only	2771467	.
Melilotus officinalis genomoviridae	NCBI_only	2739877	.
Sena Madureira sripuvirus	Both	1985696	2019.v1.4419
New Kent County virus	NCBI_only	2079603	.
Mycobacterium phage ParkTD	NCBI_only	2234031	.
Bat coronavirus HKU7	NCBI_only	393046	.
Rattus tanezumi adenovirus	NCBI_only	1819366	.
Planaria asexual strain-specific virus-like element type 1	NCBI_only	159252	.
Planaria asexual strain-specific virus-like element type 2	NCBI_only	159253	.
Klebsiella phage JD907	NCBI_only	2675826	.
Chrysanthemum indicum carlavirus	NCBI_only	2738902	.
Iris potyvirus A	NCBI_only	2593928	.
Staphylococcus phage SpT252	NCBI_only	1913447	.
Peralta bunya-like virus	NCBI_only	2716674	.
Cyanophage S-RIM34	NCBI_only	1278480	.
Cyanophage S-RIM35	NCBI_only	1278481	.
Cyanophage S-RIM32	NCBI_only	1278479	.
Hantavirus Shenyang-Mf-136	NCBI_only	560792	.
Hantavirus Shenyang-Mf-135	NCBI_only	560791	.
Cyanophage S-RIM31	NCBI_only	1278478	.
Marine virus AFVG_250C00084	NCBI_only	2573338	.
Marine virus AFVG_250C00087	NCBI_only	2573340	.
Marine virus AFVG_250C00086	NCBI_only	2573339	.
Marine virus AFVG_250C00081	NCBI_only	2573337	.
Mycobacterium phage Crownjwl	NCBI_only	2315536	.
Escherichia virus TH09	NCBI_only	2736304	.
Longan witches broom-associated virus	Both	1993907	2019.v1.5604
Murine feces-associated rhabdovirus	NCBI_only	2171387	.
Herr Frank virus-1	NCBI_only	2707653	.
Escherichia virus TH06	NCBI_only	2736303	.
Marine virus AFVG_250M360	NCBI_only	2693512	.
Marine virus AFVG_250M361	NCBI_only	2693513	.
Marine virus AFVG_250M362	NCBI_only	2693514	.
Marine virus AFVG_250M363	NCBI_only	2693515	.
Marine virus AFVG_250M364	NCBI_only	2693516	.
Marine virus AFVG_250M365	NCBI_only	2693517	.
Escherichia virus slur16	Both	2560462	2019.v1.913
Marine virus AFVG_250M367	NCBI_only	2693519	.
Marine virus AFVG_250M368	NCBI_only	2693520	.
Marine virus AFVG_250M369	NCBI_only	2693521	.
Streptococcus satellite phage Javan540	NCBI_only	2558734	.
Streptococcus satellite phage Javan541	NCBI_only	2558735	.
Streptococcus satellite phage Javan542	NCBI_only	2558736	.
Streptococcus satellite phage Javan543	NCBI_only	2558737	.
Streptococcus satellite phage Javan544	NCBI_only	2558738	.
Streptococcus satellite phage Javan545	NCBI_only	2558739	.
Streptococcus satellite phage Javan546	NCBI_only	2558740	.
Streptococcus satellite phage Javan547	NCBI_only	2558741	.
Pernambuco nodavirus	NCBI_only	2565391	.
Spine gourd mosaic alphasatellite	NCBI_only	2419986	.
Simian enterovirus BA13	NCBI_only	442854	.
Marine virus AFVG_250N00858	NCBI_only	2574423	.
Synechococcus phage S-H9-2	NCBI_only	2783669	.
Marine virus AFVG_250N00857	NCBI_only	2574422	.
Marine virus AFVG_250N00856	NCBI_only	2574421	.
Marine virus AFVG_250N00851	NCBI_only	2574419	.
Marine virus AFVG_250N00852	NCBI_only	2574420	.
Podargid alphaherpesvirus 1	NCBI_only	2115843	.
Sacri virus	NCBI_only	2744404	.
Datura leaf distortion virus	Both	1227357	2019.v1.2733
Boerhavia golden mosaic virus	NCBI_only	2126804	.
Marine virus AFVG_250M650	NCBI_only	2693844	.
Japanaut virus	NCBI_only	2547358	.
Escherichia phage vB_EcoS-12210III	NCBI_only	2576501	.
Marine virus AFVG_250M651	NCBI_only	2693845	.
Arthrobacter virus Laroye	Both	1982087	2019.v1.1752
Shigella phage JK55	NCBI_only	2591064	.
Hemipteran orthomyxo-related virus OKIAV188	NCBI_only	2746271	.
Euphorbia mosaic virus	Both	77811	2019.v1.2756
Streptococcus satellite phage Javan568	NCBI_only	2558752	.
Synechococcus virus SCAM3	Both	2734102	2019.v1.969
Micromonas virus MiV100	NCBI_only	633841	.
Marine virus AFVG_250M655	NCBI_only	2693849	.
Hubei alphaflexi-like virus	NCBI_only	1922834	.
Eidolon helvum paramyxovirus	NCBI_only	1133726	.
Porcine teschovirus 21	NCBI_only	2707539	.
Porcine teschovirus 23	NCBI_only	2707541	.
Porcine teschovirus 22	NCBI_only	2707540	.
Narcissus white stripe-associated virus	NCBI_only	490878	.
Cyanophage KLS-25	NCBI_only	1929114	.
Hemipteran orthomyxo-related virus OKIAV182	NCBI_only	2746269	.
Achromobacter phage vB_Ade_ART	NCBI_only	2292880	.
Gordonia phage Kiko	NCBI_only	2500571	.
Microcystis phage MaMV-DC	NCBI_only	1357715	.
Marine virus AFVG_250M935	NCBI_only	2694160	.
Acinetobacter phage ABPH49	NCBI_only	2282400	.
Marine virus AFVG_250M934	NCBI_only	2694159	.
Wuhan large pig roundworm virus	NCBI_only	2152919	.
Plecotus auritus rhadinovirus 1	NCBI_only	397109	.
Xuan son mobatvirus	NCBI_only	2555873	.
Marine virus AFVG_250M936	NCBI_only	2694161	.
Synechococcus virus SCAM9	Both	2734111	2019.v1.1006
Marine virus AFVG_250M931	NCBI_only	2694156	.
Mycobacterium phage Phlyer	NCBI_only	591487	.
Perth bee virus 7	NCBI_only	2201301	.
Perth bee virus 6	NCBI_only	2201300	.
Perth bee virus 5	NCBI_only	2201299	.
Perth bee virus 4	NCBI_only	2201298	.
Perth bee virus 3	NCBI_only	2201297	.
Perth bee virus 2	NCBI_only	2201296	.
Perth bee virus 1	NCBI_only	2201295	.
Marine virus AFVG_250N00653	NCBI_only	2574338	.
Papaya severe leaf curl virus	NCBI_only	2558458	.
Marine virus AFVG_250M932	NCBI_only	2694157	.
Perth bee virus 9	NCBI_only	2201303	.
Perth bee virus 8	NCBI_only	2201302	.
Adeno-Associated Virus PREDICT_AaV-6	NCBI_only	1717199	.
Adeno-Associated Virus PREDICT_AaV-7	NCBI_only	1717200	.
Human endogenous retrovirus FRD	NCBI_only	352454	.
Adeno-Associated Virus PREDICT_AaV-5	NCBI_only	1717198	.
Vibrio phage 1.077.O._10N.261.45.A10	NCBI_only	2070721	.
Pseudomonas phage H70	NCBI_only	1536596	.
Flavobacterium phage FCOV-F43	NCBI_only	2764983	.
Pseudomonas phage H72	NCBI_only	2301637	.
Saccharomyces kudriavzevii virus L-A	NCBI_only	2045194	.
Synechococcus phage P77	NCBI_only	156748	.
Adeno-Associated Virus PREDICT_AaV-8	NCBI_only	1717201	.
Adeno-Associated Virus PREDICT_AaV-9	NCBI_only	1717202	.
Bovidae gammaherpesvirus 1	NCBI_only	2716968	.
Rat kobuvirus MM33	NCBI_only	2758095	.
Rat kobuvirus MM30	NCBI_only	2758300	.
Marine virus AFVG_250M939	NCBI_only	2694164	.
Pseudomonas virus CAb1	Both	1921408	2019.v1.1063
Marine virus AFVG_250M938	NCBI_only	2694163	.
Barns Ness breadcrumb sponge weivirus-like virus 9	NCBI_only	2021896	.
Burkholderia phage PE067	NCBI_only	1735698	.
Mycobacterium virus PBI1	Both	2741717	2019.v1.1882
Barns Ness breadcrumb sponge weivirus-like virus 1	NCBI_only	2021887	.
Barns Ness breadcrumb sponge weivirus-like virus 3	NCBI_only	2021890	.
Barns Ness breadcrumb sponge weivirus-like virus 2	NCBI_only	2021889	.
Barns Ness breadcrumb sponge weivirus-like virus 5	NCBI_only	2021892	.
Barns Ness breadcrumb sponge weivirus-like virus 4	NCBI_only	2021891	.
Barns Ness breadcrumb sponge weivirus-like virus 7	NCBI_only	2021894	.
Barns Ness breadcrumb sponge weivirus-like virus 6	NCBI_only	2021893	.
Gammapapillomavirus 26	Both	1961683	2019.v1.2333
Bovine papillomavirus 7Z	NCBI_only	1765003	.
Astrovirus swine/PoAstV14-4/Canada/2006	NCBI_only	942172	.
Gammapapillomavirus 20	Both	1513265	2019.v1.2327
Escherichia phage T4_ev240	NCBI_only	2742945	.
Corynebacterium virus BFK20	Both	2560392	2019.v1.1960
Vibrio virus VP585	Both	1922213	2019.v1.1155
Thrips tabaci associated tombusbipa-like virus 2	NCBI_only	2770601	.
Thrips tabaci associated tombusbipa-like virus 1	NCBI_only	2771484	.
Miniopteran jeilongvirus	ICTV_only	.	2019.v1.4216
Mycobacterium phage Killigrew	NCBI_only	2656586	.
Thrips tabaci associated bunyavirales 4	NCBI_only	2792510	.
Lynx canadensis faeces associated genomovirus CL1 128	NCBI_only	2219122	.
Microviridae sp. ctudC31	NCBI_only	2656705	.
Vibrio phage f237	NCBI_only	221993	.
Thrips tabaci associated bunyavirales 1	NCBI_only	2771478	.
Angelonia flower break virus	Both	352882	2019.v1.3991
Blackfly DNA virus 19	NCBI_only	2609081	.
Hydra MELD virus	NCBI_only	2707310	.
Equine foamy virus	Both	109270	2019.v1.5871
Timbo virus	NCBI_only	1158191	.
Silene caulimovirus A	NCBI_only	2593977	.
Novosphingobium phage N-AFCa0802-85	NCBI_only	458472	.
Gordonia phage Djokovic	NCBI_only	2126784	.
Bacillus virus Stills	Both	1921713	2019.v1.1999
Micromonas virus MicBV26	NCBI_only	1416518	.
Acinetobacter virus Acibel007	Both	2733315	2019.v1.144
Mycobacterium phage Mufasa	NCBI_only	1718600	.
Shigella virus SfMu	Both	1980943	2019.v1.1033
Lysiphlebus fabarum rna-virus type B	NCBI_only	2651968	.
Hubei narna-like virus 18	NCBI_only	1922948	.
Hubei narna-like virus 19	NCBI_only	1922949	.
Hubei narna-like virus 14	NCBI_only	1922944	.
Hubei narna-like virus 15	NCBI_only	1922945	.
Hubei narna-like virus 16	NCBI_only	1922946	.
Hubei narna-like virus 17	NCBI_only	1922947	.
Hubei narna-like virus 10	NCBI_only	1922940	.
Hubei narna-like virus 11	NCBI_only	1922941	.
Hubei narna-like virus 12	NCBI_only	1922942	.
Hubei narna-like virus 13	NCBI_only	1922943	.
Pseudomonas virus LKD16	Both	2733354	2019.v1.205
Lentinula edodes negative-strand RNA virus 3	NCBI_only	2778987	.
Mandarivirus sp.	NCBI_only	1906671	.
Pseudomonas phage BR228	NCBI_only	2529538	.
Streptococcus phage phi20c	NCBI_only	1289595	.
Bat coronavirus Hipposideros/GhanaKwam/22/2008	NCBI_only	622713	.
Gordonia phage LordFarquaad	NCBI_only	2588134	.
Cyanophage 9515-11a	NCBI_only	616673	.
Dyoiotapapillomavirus 2	Both	2083182	2019.v1.2283
Dyoiotapapillomavirus 1	Both	1233177	2019.v1.2282
Tymovirus sp.	NCBI_only	2599623	.
Hubei sobemo-like virus 10	NCBI_only	1923195	.
Hubei sobemo-like virus 11	NCBI_only	1923196	.
Hubei sobemo-like virus 12	NCBI_only	1923197	.
Hubei sobemo-like virus 13	NCBI_only	1923198	.
Hubei sobemo-like virus 14	NCBI_only	1923199	.
Hubei sobemo-like virus 15	NCBI_only	1923200	.
Hubei sobemo-like virus 16	NCBI_only	1923201	.
Hubei sobemo-like virus 17	NCBI_only	1923202	.
Hubei sobemo-like virus 18	NCBI_only	1923203	.
Hubei sobemo-like virus 19	NCBI_only	1923204	.
Vibrio phage 1.118.B._10N.261.49.F6	NCBI_only	1881332	.
Cotton leaf crumple virus	Both	77647	2019.v1.2717
Betanodavirus S1.Tun03.11	NCBI_only	1168598	.
Bacillus phage NotTheCreek	NCBI_only	1805952	.
Aedes aegypti anphevirus	NCBI_only	2059675	.
Mycobacterium phage JetBlade	NCBI_only	2041534	.
Tomato leaf curl Anjouan virus	Both	439422	2019.v1.2965
Mongoose associated gemycircularvirus 1	Both	1985388	2019.v1.3149
Crucivirus-275	NCBI_only	2761256	.
Enterococcus virus EfV12	Both	2734045	2019.v1.695
Bovidae gammaherpesvirus 9	NCBI_only	2716973	.
Bat Paramyxovirus Eid_hel/ZFB10-27/Zambia/2010	NCBI_only	1400376	.
Dicistroviridae TZ-3	NCBI_only	2575372	.
Apple flat limb virus	NCBI_only	2567953	.
uncultured rainforest soil virus	NCBI_only	445565	.
Flavobacterium phage vB_FspP_elemoA_2-5G	NCBI_only	2743817	.
Escherichia phage 62_Stx2c	NCBI_only	2715802	.
Psimunavirus psiM2	Both	2734265	2019.v1.1925
Naganuma virus	NCBI_only	2170596	.
Perinet vesiculovirus	Both	1972569	2019.v1.4450
Streptomyces phage Sitrop	NCBI_only	2767587	.
Calovo virus	NCBI_only	365047	.
Torque teno carollia perspicillata virus	NCBI_only	2054617	.
Paramyxovirus PREDICT_PMV-108	NCBI_only	2711027	.
Luncke virus	NCBI_only	2707236	.
Paramyxovirus PREDICT_PMV-102	NCBI_only	2711021	.
Bat coronavirus M.nat/GER/F0BF/2014	NCBI_only	1746086	.
Paramyxovirus PREDICT_PMV-100	NCBI_only	2711019	.
Paramyxovirus PREDICT_PMV-101	NCBI_only	2711020	.
Paramyxovirus PREDICT_PMV-106	NCBI_only	2711025	.
Paramyxovirus PREDICT_PMV-107	NCBI_only	2711026	.
Tobacco latent virus	Both	2083209	2019.v1.3605
Paramyxovirus PREDICT_PMV-105	NCBI_only	2711024	.
Astrovirus Mnd-139	NCBI_only	2795017	.
Mycobacterium phage Ph8s	NCBI_only	2047842	.
Arthrobacter phage Michelle	NCBI_only	2599829	.
Microbacterium phage Lifes	NCBI_only	2772025	.
Baramundi nervous necrosis virus	NCBI_only	210019	.
CrAssphage sp. C0521BD4	NCBI_only	2780377	.
Mycobacterium phage Scottish	NCBI_only	2686470	.
Plasmopara viticola lesion associated ourmia-like virus 1	NCBI_only	2686476	.
Caledonia beadlet anemone parvo-like virus 1	NCBI_only	2021897	.
Betanodavirus S1.Tun01.11	NCBI_only	1168596	.
Synechococcus phage S-CBM17	NCBI_only	352258	.
Klebsiella phage vB_KpnM_Seu621	NCBI_only	2776831	.
Apple mosaic virus	Both	12319	2019.v1.3414
Xanthomonas phage Xo411	NCBI_only	375282	.
Shigella virus AG3	Both	1987994	2019.v1.124
Rana catesbeiana virus XDL-2012	NCBI_only	1134038	.
Mycobacterium phage Morty007	NCBI_only	2250304	.
Pacific black duck aveparvovirus	NCBI_only	2759420	.
Betanodavirus S1.Tun07.11	NCBI_only	1168602	.
Vibrio phage 1.056.O._10N.261.48.C11	NCBI_only	1881305	.
Birnaviridae sp.	NCBI_only	2585335	.
Methanothermobacter phage psiM100	NCBI_only	173824	.
Cacao swollen shoot Ghana J virus	NCBI_only	2056880	.
Basavirus sp.	NCBI_only	1930507	.
Mycobacterium phage SassyB	NCBI_only	1958910	.
Inhangapi arurhavirus	ICTV_only	.	2019.v1.4282
Lactococcus virus WP2	Both	2560548	2019.v1.1176
Mal de Rio Cuarto virus	Both	185954	2019.v1.3346
Escherichia phage herni	NCBI_only	2696404	.
Salarivirus Mos8CM0	NCBI_only	1925501	.
Termite HDV-like virus	NCBI_only	2596899	.
Cladochytrium sp. JEL861 mycovirus 4E	NCBI_only	2783931	.
Klebsiella phage vB_KpnS_Call	NCBI_only	2591371	.
Turbot nodavirus	NCBI_only	255685	.
Chlamydia phage 4	NCBI_only	313629	.
Trichoplusia ni ascovirus 2c	NCBI_only	328615	.
Mycobacterium phage BadAgartude	NCBI_only	2502475	.
Staphylococcus phage phiSa2usa	NCBI_only	1906349	.
Antarctic virus 2_I_GPYANKsw001Ch	NCBI_only	2761176	.
Trichoplusia ni ascovirus 2b	NCBI_only	113373	.
Galidia ERV	NCBI_only	1400255	.
Adenovirus Hu/RJ/2006-13/Brazil/2006	NCBI_only	862149	.
Trichoplusia ni ascovirus 2a	Both	158684	2019.v1.5943
Sierra dome spider associated circular virus 1	NCBI_only	2293299	.
Broome virus	NCBI_only	667093	.
Capybara microvirus Cap3_SP_539	NCBI_only	2585471	.
uncultured phycodnavirus	NCBI_only	455370	.
Capybara microvirus Cap3_SP_535	NCBI_only	2585470	.
Patois orthobunyavirus	Both	1934101	2019.v1.4659
Gordonia virus Lucky10	Both	2734247	2019.v1.1762
Klosneuvirus KNV1	NCBI_only	1977640	.
Batai orthobunyavirus	Both	2560341	2019.v1.4606
Chestnut teal astrovirus	NCBI_only	2798290	.
Hollyhock leaf crumple virus	NCBI_only	199587	.
Paramyxovirus PgPMV-10	NCBI_only	1403208	.
Mycobacterium virus Packman	Both	1034142	2019.v1.1641
Telosma mosaic virus	Both	400394	2019.v1.5559
Cercopithecus kandti rhadinovirus	NCBI_only	1869109	.
Podoviridae sp. ctdc61	NCBI_only	2675449	.
Spinach deltapartitivirus 1	NCBI_only	1985163	.
Cotton leaf curl Gezira alphasatellite 3	NCBI_only	2699487	.
Pantoea phage vB_PagM_AAM22	NCBI_only	2588092	.
