Name	Status	NCBI_TaxID	ICTV
Enterobacter phage EcP1	NCBI_only	942016	.
Calicivirus chicken/V0027/Bayern/2004	NCBI_only	1001628	.
Escherichia virus APEC7	Both	1920755	2019.v1.1225
Escherichia virus APEC5	Both	1920756	2019.v1.1224
Salvia virus	NCBI_only	1417309	.
Cosavirus JFD-2011	NCBI_only	1112700	.
Nyctalus lasiopterus gammaherpesvirus 1	NCBI_only	1835093	.
Rheinheimera phage vB_RspM_Barba17S	NCBI_only	2565656	.
Marine virus AFVG_250M71	NCBI_only	2693910	.
Marine virus AFVG_250M70	NCBI_only	2693899	.
Marine virus AFVG_250M73	NCBI_only	2693932	.
Marine virus AFVG_250M72	NCBI_only	2693921	.
Marine virus AFVG_250M75	NCBI_only	2693954	.
Burke-Gilman virus	NCBI_only	1916647	.
Marine virus AFVG_250M77	NCBI_only	2693976	.
Marine virus AFVG_250M76	NCBI_only	2693965	.
Marine virus AFVG_250M79	NCBI_only	2693998	.
Marine virus AFVG_250M78	NCBI_only	2693987	.
Rheinheimera phage vB_RspM_Barba17A	NCBI_only	2565655	.
Lactococcus virus Bibb29	Both	494269	2019.v1.1985
Tolypocladium ophioglossoides totivirus 1	NCBI_only	2501056	.
Bat coronavirus BM98-01/BGR/2008	NCBI_only	864602	.
Morreton vesiculovirus	Both	1972565	2019.v1.4448
Pseudomonas phage F_ET309sp/Pa1651	NCBI_only	1542103	.
Rotavirus turkey/MN/D-049007/2007	NCBI_only	661069	.
Bat astrovirus Pa/Sichuan/A367/2005	NCBI_only	627553	.
Firespike leaf roll-associated virus	NCBI_only	2793346	.
Rhodococcus phage Sleepyhead	NCBI_only	2591131	.
Iriri curiovirus	Both	1985689	2019.v1.4297
Marine virus AFVG_250M849	NCBI_only	2694064	.
Culex pseudovishnui partitivirus	NCBI_only	2686047	.
Marine virus AFVG_250M841	NCBI_only	2694056	.
Marine virus AFVG_250M840	NCBI_only	2694055	.
Marine virus AFVG_250M843	NCBI_only	2694058	.
Marine virus AFVG_250M842	NCBI_only	2694057	.
Marine virus AFVG_250M845	NCBI_only	2694060	.
Marine virus AFVG_250M844	NCBI_only	2694059	.
Marine virus AFVG_250M847	NCBI_only	2694062	.
Helicobacter phage SwC388G	NCBI_only	1852685	.
Duck astrovirus GII.A	NCBI_only	905828	.
Salmonella phage vB_SenM-1	NCBI_only	2732255	.
Salmonella phage vB_SenM-2	NCBI_only	1868843	.
Tomato leaf curl Malaysia betasatellite	Both	2049892	2019.v1.6561
Elk circovirus Banff/2019	NCBI_only	2656740	.
Yellow tailflower mild mottle virus	Both	1416026	2019.v1.3615
Mycobacterium virus Backyardigan	Both	1034129	2019.v1.1606
Escherichia phage EK010	NCBI_only	2742112	.
Yak kobuvirus	NCBI_only	1604872	.
Kadam yellow mosaic betasatellite	NCBI_only	2066502	.
Cellulophaga phage phi12a:1	NCBI_only	1327987	.
Streptomyces phage Salete	NCBI_only	2182343	.
Red clover vein mosaic virus	Both	590403	2019.v1.3719
Anticarsia gemmatalis nucleopolyhedrovirus	NCBI_only	31507	.
Escherichia phage P13353	NCBI_only	1451116	.
SI bee virus 3	NCBI_only	2746880	.
Escherichia phage P13357	NCBI_only	1451077	.
Feline astrovirus 2	NCBI_only	1389204	.
Feline astrovirus 3	NCBI_only	2792599	.
Feline astrovirus 4	NCBI_only	2792600	.
Marine virus AFVG_117M42	NCBI_only	2692957	.
Wenling thamnaconus septentrionalis picornavirus	NCBI_only	2116432	.
Microbacterium phage Namsahir	NCBI_only	2790989	.
Lactococcus phage LP9205b	NCBI_only	2027246	.
Lactococcus phage LP9205a	NCBI_only	2027245	.
Helicobasidium mompa totivirus 1-17	Both	196690	2019.v1.3267
Streptococcus satellite phage Javan388	NCBI_only	2558672	.
High Island virus	NCBI_only	2109376	.
Synechococcus phage SPGM99-21	NCBI_only	498346	.
Inhangapi virus	NCBI_only	1620892	.
Synechococcus phage SPGM99-27	NCBI_only	498348	.
Synechococcus phage SPGM99-24	NCBI_only	498347	.
Mycobacterium phage Et2Brutus	NCBI_only	2015881	.
Synechococcus phage SPGM99-28	NCBI_only	498349	.
Garlic dwarf virus	ICTV_only	.	2019.v1.3344
Amundsen virus	NCBI_only	2707192	.
Silurus glanis ranavirus	NCBI_only	95346	.
Marine virus AFVG_250M254	NCBI_only	2693394	.
Marine virus AFVG_250M255	NCBI_only	2693395	.
Vibrio phage RS1	NCBI_only	1979966	.
Havana anole adomavirus	NCBI_only	2609869	.
Paenibacillus virus Shelly	Both	1921560	2019.v1.1976
Escherichia phage tonn	NCBI_only	2696451	.
Shelly beach virus	NCBI_only	2485878	.
Tobacco15 geminivirus	NCBI_only	77814	.
Marine virus AFVG_250M251	NCBI_only	2693391	.
Mycobacterium phage Redno2	NCBI_only	1340709	.
Pseudomonas phage JBD5	NCBI_only	1223261	.
Chicken associated gemycircularvirus 2	Both	1985377	2019.v1.3138
Chicken associated gemycircularvirus 1	Both	1985376	2019.v1.3137
Yersinia phage fPS-52	NCBI_only	2052751	.
Kenya bat coronavirus BtKY108	NCBI_only	903576	.
Kenya bat coronavirus BtKY109	NCBI_only	903577	.
Gordonia phage Schiebs	NCBI_only	2599850	.
Kenya bat coronavirus BtKY104	NCBI_only	903572	.
Kenya bat coronavirus BtKY105	NCBI_only	903573	.
Kenya bat coronavirus BtKY106	NCBI_only	903574	.
Kenya bat coronavirus BtKY107	NCBI_only	903575	.
Kenya bat coronavirus BtKY100	NCBI_only	903568	.
Kenya bat coronavirus BtKY101	NCBI_only	903569	.
Kenya bat coronavirus BtKY102	NCBI_only	903570	.
Kenya bat coronavirus BtKY103	NCBI_only	903571	.
Coxsackievirus	NCBI_only	12066	.
Hortaea werneckii totivirus 1	NCBI_only	2501057	.
Cytomegalovirus sp.	NCBI_only	2510939	.
Crucivirus-499	NCBI_only	2761321	.
Helicobasidium mompa partitivirus V70	Both	344866	2019.v1.4877
Panax ginseng flexivirus 1	NCBI_only	2303411	.
Lactococcus phage CHPC1161	NCBI_only	2675239	.
Enterococcus phage iF6	NCBI_only	2765371	.
Avian myelocytomatosis virus hbi	NCBI_only	11915	.
Marine virus AFVG_25M149	NCBI_only	2694286	.
Marine virus AFVG_25M148	NCBI_only	2694285	.
Marine virus AFVG_25M147	NCBI_only	2694284	.
Marine virus AFVG_25M146	NCBI_only	2694283	.
Marine virus AFVG_25M145	NCBI_only	2694282	.
Marine virus AFVG_25M144	NCBI_only	2694281	.
Tokyovirus A1	NCBI_only	1826170	.
Marine virus AFVG_25M142	NCBI_only	2694279	.
Marine virus AFVG_25M141	NCBI_only	2694278	.
Marine virus AFVG_25M140	NCBI_only	2694277	.
Streptococcus phage T270	NCBI_only	39425	.
Enterobacteria phage fd	NCBI_only	10864	.
Grey teal chaphamaparvovirus	NCBI_only	2759408	.
Imperata yellow mottle virus	Both	524023	2019.v1.5363
Wilkie partiti-like virus 1	NCBI_only	2010283	.
Wilkie partiti-like virus 2	NCBI_only	2010284	.
Streptococcus phage phiARI0826	NCBI_only	1701838	.
Gordonia phage Emianna	NCBI_only	2315530	.
Escherichia phage vb_EcoM_bov10K2	NCBI_only	2763521	.
Escherichia phage vb_EcoM_bov10K1	NCBI_only	2763520	.
Tobamovirus LHG	NCBI_only	2571120	.
Cyanophage Ma-LMM03	NCBI_only	381799	.
Cyanophage Ma-LMM02	NCBI_only	381798	.
Vibrio phage 1.117.O._10N.261.45.E9	NCBI_only	1881199	.
Escherichia virus ECB2	Both	1987939	2019.v1.1250
Marine virus AFVG_250M1100	NCBI_only	2693128	.
Rice necrosis mosaic virus	Both	59500	2019.v1.5385
Soybean dwarf virus	Both	12049	2019.v1.3948
Marine virus AFVG_250M1102	NCBI_only	2693130	.
Pseudomonas phage PPA5	NCBI_only	357204	.
Bat coronavirus BM98-65/BGR/2008	NCBI_only	864606	.
Mycobacterium phage Ruby	NCBI_only	2301713	.
Alkalimonas phage phiMOM3.3-MOD2	NCBI_only	1510626	.
Turkey siadenovirus A	Both	298333	2019.v1.6143
Charybnivirus 1	Both	2508233	2019.v1.5023
Sorghum mosaic virus	Both	32619	2019.v1.5542
Marine virus AFVG_250M1109	NCBI_only	2693137	.
Marine virus AFVG_250C01332	NCBI_only	2573971	.
Sapovirus rat/S4-82	NCBI_only	2488793	.
Sida rhombifolia Trinidad virus	NCBI_only	223930	.
Leviviridae sp.	NCBI_only	2027243	.
Streptococcus phage SW15	NCBI_only	2419635	.
Bat Paramyxovirus Hip_gig/GB09682/GAB/2009	NCBI_only	1112659	.
Mycobacterium phage Delilah	NCBI_only	2502461	.
Aeromonas phage AS-yj	NCBI_only	2026115	.
Streptomyces phage Rainydai	NCBI_only	2182404	.
Nathusius's pipistrelle adenovirus 1	NCBI_only	1530282	.
Flavobacterium phage vB_FspP_elemoA_2-5B	NCBI_only	2743814	.
Pseudomonas virus SN	Both	2006180	2019.v1.1093
Alpaca coronavirus	NCBI_only	1770168	.
Phasi Charoen-like phasivirus	Both	1980610	2019.v1.4730
Mycobacterium virus Acadian	Both	1982901	2019.v1.1320
Phlebovirus sp. Be An 416992	NCBI_only	439615	.
Lactococcus phage	NCBI_only	12374	.
Flavobacterium phage vB_FspP_elemoA_2-5A	NCBI_only	2743813	.
Salmonella virus P22	Both	10754	2019.v1.1257
Aedes aegypti toti-like virus	NCBI_only	2607731	.
Mycobacterium virus Osmaximus	Both	1982927	2019.v1.1336
Porcine picobirnavirus group II	NCBI_only	1138486	.
Citrus Tunisia genomovirus 1	NCBI_only	2705537	.
Citrus Tunisia genomovirus 2	NCBI_only	2705538	.
Melon necrotic spot virus	Both	11987	2019.v1.4017
Bacteriophage 4A	NCBI_only	1729934	.
Paraglomus brasilianum mycovirus 1A	NCBI_only	2783971	.
Mycobacterium phage Annyong	NCBI_only	2126945	.
Picobirnavirus rat/BR-01/BRA/2006	NCBI_only	573167	.
Mycobacterium phage Zulu	NCBI_only	2315547	.
Aeromonas phage PX29	NCBI_only	926067	.
Dickeya virus Katbat	Both	2732763	2019.v1.285
Exiguobacterium phage vB_EauM-23	NCBI_only	2546569	.
Mycobacterium Phage Squiggle	NCBI_only	2488960	.
Pea associated mitovirus 2	NCBI_only	2737696	.
Broad bean necrotic mosaic virus	NCBI_only	2021186	.
Pea associated mitovirus 3	NCBI_only	2737697	.
Faba bean necrotic yellows virus associated alphasatellite 2	NCBI_only	2052607	.
Human rhinovirus hRVLz315	NCBI_only	546707	.
Torque teno felis virus	Both	687384	2019.v1.6282
Ostreococcus virus	NCBI_only	1421775	.
Western chimpanzee simian foamy virus	Both	2170203	2019.v1.5885
Ageratum yellow vein India betasatellite	Both	2010316	2019.v1.6518
Cyril virus	NCBI_only	2170588	.
Sweet potato leaf curl Sichuan virus 1	Both	2026196	2019.v1.2929
Baboon cytomegalovirus	NCBI_only	120505	.
Sweet potato leaf curl Sichuan virus 2	Both	2026195	2019.v1.2930
Erwinia phage GR-2012	NCBI_only	1211387	.
Idaeovirus sp.	NCBI_only	2712969	.
Dactylorhiza cryptic virus 1	NCBI_only	2593938	.
Dactylorhiza cryptic virus 2	NCBI_only	2593939	.
Cronobacter phage CR5	NCBI_only	1195085	.
Vole astrovirus Ec/FG020/Yunnan	NCBI_only	1524038	.
Gordonia phage Barco	NCBI_only	2517926	.
Bat coronavirus MfulBtCoV/3709	NCBI_only	1788420	.
Ginkgo biloba tombusvirus	NCBI_only	2739248	.
Streptococcus phage L5A1	NCBI_only	2041504	.
Rattus tiomanicus rhadinovirus 1	NCBI_only	425197	.
Sweet potato geminivirus	NCBI_only	1213429	.
Rattus tiomanicus rhadinovirus 2	NCBI_only	425198	.
Squash vein yellowing virus	Both	397544	2019.v1.5392
Kawavirus SWcelC56	Both	2733923	2019.v1.456
Escherichia virus LL5	Both	2734010	2019.v1.606
Cotesia plutellae polydnavirus	NCBI_only	256130	.
Lactococcus phage HD19	NCBI_only	287431	.
Lactococcus phage HD18	NCBI_only	287418	.
Lactococcus phage HD17	NCBI_only	287419	.
Lactococcus phage HD16	NCBI_only	287420	.
Lactococcus phage HD15	NCBI_only	287427	.
Lactococcus phage HD14	NCBI_only	287428	.
Lactococcus phage HD12	NCBI_only	287416	.
Lactococcus phage HD11	NCBI_only	287417	.
Lactococcus phage HD10	NCBI_only	287410	.
Human rhinovirus NH329	NCBI_only	537539	.
Tomato leaf curl Uganda virus	Both	341034	2019.v1.3017
Lactococcus phage MV10L	NCBI_only	2500819	.
Pseudomonas virus Andromeda	Both	2560655	2019.v1.434
Parabacteroides phage PDS1	NCBI_only	2709316	.
Escherichia virus ESCO41	Both	2734029	2019.v1.637
Charavirus Canada	NCBI_only	2528256	.
Bat Coronavirus Taper/CII_KSA_287/Bisha/Saudi Arabia/2012	NCBI_only	1381359	.
Arthrobacter phage PitaDog	NCBI_only	2015866	.
Marine virus AFVG_250N00143	NCBI_only	2574088	.
Marine virus AFVG_250N00142	NCBI_only	2574087	.
Marine virus AFVG_250N00141	NCBI_only	2574086	.
Marine virus AFVG_250N00147	NCBI_only	2574092	.
Marine virus AFVG_250N00146	NCBI_only	2574091	.
Marine virus AFVG_250N00145	NCBI_only	2574090	.
Marine virus AFVG_250N00144	NCBI_only	2574089	.
Vibrio phage 1.246.O._10N.261.54.E10	NCBI_only	1881413	.
Streptomyces phage BoomerJR	NCBI_only	2502449	.
Salmonella phage GEC_vB_NS7	NCBI_only	2777381	.
Mamastrovirus 8	Both	1239572	2019.v1.5616
Mamastrovirus 9	Both	1239573	2019.v1.5617
Mamastrovirus 4	Both	1239568	2019.v1.5612
Mamastrovirus 5	Both	1239569	2019.v1.5613
Mamastrovirus 6	Both	1239570	2019.v1.5614
Vibrio phage 1.162.O._10N.261.48.E3	NCBI_only	1881209	.
Mamastrovirus 1	Both	1239565	2019.v1.5609
Mamastrovirus 2	Both	1239566	2019.v1.5610
Mamastrovirus 3	Both	1239567	2019.v1.5611
Lactococcus phage 936 group phage Phi44	NCBI_only	1636569	.
Lactococcus phage 936 group phage Phi43	NCBI_only	1636568	.
Lactococcus phage 936 group phage Phi40	NCBI_only	1636567	.
Synechococcus STIP37	ICTV_only	.	2019.v1.453
Human associated circovirus 1	Both	1959761	2019.v1.2520
Yersinia virus fPS54ocr	Both	2733628	2019.v1.324
Cassava mosaic Madagascar virus	Both	1125764	2019.v1.2687
Sclerotinia sclerotiorum negative-stranded RNA virus 5	NCBI_only	1435462	.
Sclerotinia sclerotiorum negative-stranded RNA virus 6	NCBI_only	2599140	.
Sturnira lilium polyomavirus 1	Both	1606500	2019.v1.2188
Marine virus AFVG_250N00491	NCBI_only	2574250	.
Sclerotinia sclerotiorum negative-stranded RNA virus 2	NCBI_only	1708392	.
Sclerotinia sclerotiorum negative-stranded RNA virus 3	NCBI_only	1435457	.
Grapevine satellite virus	NCBI_only	1343493	.
Sclerotinia sclerotiorum negative-stranded RNA virus 9	NCBI_only	2358186	.
Phage Wrath	NCBI_only	1883207	.
Pseudomonas phage Phi05_1400 B	NCBI_only	1542123	.
Campylobacter phage C8	NCBI_only	2047930	.
Campylobacter phage C9	NCBI_only	2047931	.
Streptococcus phage Javan505	NCBI_only	2548218	.
Streptococcus phage Javan503	NCBI_only	2548217	.
Streptococcus phage Javan502	NCBI_only	2548216	.
Cucurbit chlorotic yellows virus	NCBI_only	558690	.
Campylobacter phage C2	NCBI_only	2047925	.
Campylobacter phage C3	NCBI_only	2047926	.
Campylobacter phage C4	NCBI_only	2047927	.
Campylobacter phage C5	NCBI_only	2047928	.
Streptococcus phage Javan509	NCBI_only	2548222	.
Campylobacter phage C7	NCBI_only	2047929	.
Bacteroides phage ATCC 700786-B1	NCBI_only	2304657	.
Lagomorph bocaparvovirus 1	Both	2169774	2019.v1.2429
Marine virus AFVG_25M361	NCBI_only	2694524	.
Mume virus A	Both	2137858	2019.v1.3749
Feline sarcoid-associated papillomavirus	NCBI_only	655222	.
Torque teno virus 29	Both	687368	2019.v1.6267
Tasmanian devil-associated sapelovirus	NCBI_only	2529474	.
Hubei picorna-like virus 9	NCBI_only	1923168	.
Mulberry mosaic virus	NCBI_only	756696	.
Capybara microvirus Cap1_SP_159	NCBI_only	2585395	.
Alphapleolipovirus HRPV6	Both	2747321	2019.v1.3209
Alphapleolipovirus HRPV1	Both	2747319	2019.v1.3207
Alphapleolipovirus HRPV2	Both	2747320	2019.v1.3208
Fusarium poae partitivirus 1	NCBI_only	2501270	.
Fusarium poae partitivirus 2	NCBI_only	1849533	.
Escherichia phage Sloth	NCBI_only	1883206	.
Torque teno virus 25	Both	687364	2019.v1.6263
Maize fine streak gammanucleorhabdovirus	ICTV_only	.	2019.v1.4336
Sonfela circovirus 2	NCBI_only	2771381	.
Arthrobacter virus Kellezzio	Both	1982237	2019.v1.1719
Paper mulberry mosaic-associated virus	NCBI_only	2769361	.
Torque teno virus 24	Both	687363	2019.v1.6262
Rhodococcus phage Alatin	NCBI_only	2015826	.
Cyanophage 8B092	NCBI_only	1531328	.
Rodent associated cyclovirus 2	Both	2560715	2019.v1.2588
Hubei picorna-like virus 6	NCBI_only	1923142	.
Hubei picorna-like virus 7	NCBI_only	1923153	.
Pseudoalteromonas phage pYD6-A	NCBI_only	754052	.
Mastadenovirus sp. CMR-6284	NCBI_only	2592041	.
Torque teno virus 20	Both	687359	2019.v1.6258
Capybara microvirus Cap1_SP_151	NCBI_only	2585393	.
Torque teno virus 23	Both	687362	2019.v1.6261
Escherichia phage vB_EcoM_OE5505	NCBI_only	2508177	.
Thermus phage YS40_Isch	NCBI_only	2494333	.
Staphylococcus phage phi7401PVL	NCBI_only	1165702	.
Bordetella phage vB_BbrP_BB8	NCBI_only	2587820	.
Helicoverpa armigera stunt virus	Both	37206	2019.v1.3387
Marine virus AFVG_25M428	NCBI_only	2694598	.
Beihai picorna-like virus 25	NCBI_only	1922568	.
Saiwaicho virus	NCBI_only	2170594	.
Bubo bubo herpesvirus	NCBI_only	2489502	.
Marine virus AFVG_25M420	NCBI_only	2694590	.
Marine virus AFVG_25M421	NCBI_only	2694591	.
Marine virus AFVG_25M422	NCBI_only	2694592	.
Marine virus AFVG_25M423	NCBI_only	2694593	.
Marine virus AFVG_25M424	NCBI_only	2694594	.
Marine virus AFVG_25M425	NCBI_only	2694595	.
Marine virus AFVG_25M426	NCBI_only	2694596	.
Marine virus AFVG_25M427	NCBI_only	2694597	.
Salmonella virus S131	Both	2733989	2019.v1.566
Salmonella virus S133	Both	2732030	2019.v1.543
Salmonella virus S132	Both	2732029	2019.v1.542
Bacillus virus BM15	Both	1985178	2019.v1.674
Avipoxvirus canary/PT-44463/Portugal/2010	NCBI_only	1006327	.
Marine virus AFVG_250N01364	NCBI_only	2574688	.
Marine virus AFVG_250N01365	NCBI_only	2574689	.
Marine virus AFVG_250N01366	NCBI_only	2574690	.
Picobirnavirus monkey/CHN-59/2002	NCBI_only	1195219	.
Marine virus AFVG_250N01360	NCBI_only	2574685	.
Helicobacter phage FrMEG235U	NCBI_only	1852667	.
Chaphamaparvovirus gyb-MR2/2015/HUN	NCBI_only	2785212	.
Marine virus AFVG_250N01363	NCBI_only	2574687	.
Escherichia virus HK446	Both	2169921	2019.v1.1691
Tasmanian devil-associated papillomavirus 2	NCBI_only	2529492	.
Marine virus AFVG_250N01368	NCBI_only	2574692	.
Podovirus SOG	NCBI_only	236210	.
Puerto Almendras almendravirus	Both	1972686	2019.v1.4268
Porcupine astrovirus Hb/LP092/Guangxi	NCBI_only	1524017	.
Capybara microvirus Cap1_SP_263	NCBI_only	2585420	.
Pseudomonas phage PaSz-8_45_42k	NCBI_only	2698963	.
Phlebovirus sp. 16	NCBI_only	1833911	.
Lothians earthworm bunya/orthobunya-like virus 1	NCBI_only	2021934	.
Puma lentivirus	Both	12804	2019.v1.5867
uncultured Mediterranean phage uvDeep-CGR2-KM24-C26	NCBI_only	1868687	.
Streptomyces phage PherryCruz	NCBI_only	2562345	.
Gossypium mustelinum symptomless alphasatellite [Gossypium latifolium]	NCBI_only	632121	.
Totivirus Atlantic salmon/CMS/Norway	NCBI_only	927197	.
Ophiostoma partitivirus 1	Both	347482	2019.v1.4914
Pelagibacterales phage Kolga	NCBI_only	2727873	.
Picoa juniperi mycovirus 2	NCBI_only	2778519	.
Picoa juniperi mycovirus 1	NCBI_only	2778518	.
Human rhinovirus GA23597	NCBI_only	503454	.
Wenling tombus-like virus 1	NCBI_only	1923543	.
Wenling tombus-like virus 2	NCBI_only	1923544	.
Wenling tombus-like virus 3	NCBI_only	1923545	.
Wenling tombus-like virus 4	NCBI_only	1923546	.
Wenling tombus-like virus 5	NCBI_only	1923547	.
Dragonfly-associated mastrevirus	Both	1249648	2019.v1.3097
Streptomyces phage Brataylor	NCBI_only	1873994	.
Podosphaera totivirus A	NCBI_only	2592691	.
Serang virus	NCBI_only	528322	.
Marine virus AFVG_250M90	NCBI_only	2694121	.
Mycobacterium phage JangDynasty	NCBI_only	2081625	.
Chicken virus mg4_657	NCBI_only	2720903	.
Choerodon azurio nervous necrosis virus	NCBI_only	670530	.
Chenuda virus	Both	40065	2019.v1.3280
Rhinolophus affinis picornavirus 1	NCBI_only	1195366	.
Mycobacterium phage Archetta	NCBI_only	2047836	.
Rhizobium phage RHph_Y2_11	NCBI_only	2509589	.
Capybara virus 12_cap1_103	NCBI_only	2585039	.
Ustilaginoidea virens unassigned RNA virus HNND-1	NCBI_only	1670975	.
Bacillus phage lambda Ba01	NCBI_only	229343	.
Bacillus phage lambda Ba02	NCBI_only	229344	.
Bacillus phage lambda Ba03	NCBI_only	229345	.
Bacillus phage lambda Ba04	NCBI_only	229346	.
Culex luteo-like virus	NCBI_only	2010270	.
Pelagibacter phage HTVC203P	NCBI_only	2796523	.
Plasmopara viticola lesion associated botybirna 2	NCBI_only	2689574	.
Plasmopara viticola lesion associated botybirna 1	NCBI_only	2689573	.
Marine virus AFVG_250M1002	NCBI_only	2693019	.
Dog Tick rhabdovirus-1	NCBI_only	2079606	.
Vibrio phage Va_90-11-287_p41_T265	NCBI_only	2565522	.
Arthrobacter phage Wollypog	NCBI_only	2790985	.
Escherichia virus HZ2R8	Both	2733877	2019.v1.414
Lato River virus	ICTV_only	.	2019.v1.4039
Gordonia phage Bradissa	NCBI_only	2510501	.
Bat coronavirus BM48-31/BGR/2008	NCBI_only	864596	.
Bacteroides phage ARB14	NCBI_only	2710493	.
Cyanophage G1173	NCBI_only	649455	.
Sulfolobus monocaudavirus SMV4	NCBI_only	1732178	.
Sulfolobus monocaudavirus SMV2	NCBI_only	1580591	.
Sulfolobus monocaudavirus SMV3	NCBI_only	1732177	.
Sulfolobus monocaudavirus SMV1	NCBI_only	1351702	.
Marble goby iridovirus	NCBI_only	977914	.
Hubei picorna-like virus	NCBI_only	2592781	.
Escherichia phage MSU52-L1	NCBI_only	1381584	.
Dickeya phage Kamild	NCBI_only	2320190	.
Tulip breaking virus	Both	12229	2019.v1.5569
Enterococcus phage vB_EfaS_Ef5.2	NCBI_only	2546628	.
Providencia phage vB_PreS-PibeRecoleta	NCBI_only	2761109	.
Klebsiella phage YMC16/01/N133_KPN_BP	NCBI_only	2026102	.
Guinea fowl astrovirus	NCBI_only	1105348	.
Staphylococcus virus 80alpha	Both	53369	2019.v1.1899
Yersinia phage YpP-G	NCBI_only	1176764	.
Staphylococcus phage StB20-like	NCBI_only	1732064	.
Streptococcus satellite phage Javan430	NCBI_only	2558699	.
Bat feces associated picorna-like virus SC2797	NCBI_only	1169639	.
Yersinia phage YpP-R	NCBI_only	1176765	.
Vellore virus	NCBI_only	1565591	.
Providence virus	Both	213633	2019.v1.3930
Avipoxvirus isolate California	NCBI_only	1294094	.
Caledonia beadlet anemone Nora virus-like virus 1	NCBI_only	2021957	.
Bat coronavirus BR98-40/BGR/2008	NCBI_only	864615	.
Rheinheimera phage vB_RspM_barba_11-8A	NCBI_only	2743860	.
Mycobacterium phage Bombshell	NCBI_only	2762403	.
Marine virus AFVG_250M1069	NCBI_only	2693092	.
Gonad-specific virus	NCBI_only	134999	.
Marine virus AFVG_250M341	NCBI_only	2693491	.
Marine virus AFVG_250M1063	NCBI_only	2693086	.
Hollyhock yellow vein mosaic virus	Both	944994	2019.v1.2764
Marine virus AFVG_250M1061	NCBI_only	2693084	.
Marine virus AFVG_250M1060	NCBI_only	2693083	.
Caliciviridae bovine/DijonA448/08/FR	NCBI_only	760924	.
Calchaqui virus	NCBI_only	1552845	.
Marine virus AFVG_250M1065	NCBI_only	2693088	.
Marine virus AFVG_250M1064	NCBI_only	2693087	.
Pythium polare RNA virus 1	NCBI_only	2137353	.
Pythium polare RNA virus 2	NCBI_only	2137354	.
Coleopteran orthomyxo-related virus OKIAV200	NCBI_only	2746268	.
Enterococcus phage ZEF1	NCBI_only	2771290	.
Neurospora crassa fusarivirus 1	NCBI_only	2715689	.
Mycobacterium phage AN3	NCBI_only	2725647	.
Polyomavirus PREDICT_PyV-14	NCBI_only	2558883	.
Polyomavirus PREDICT_PyV-15	NCBI_only	2558884	.
Gigaspora rosea mycovirus 1A	NCBI_only	2783943	.
Aphis gossypii virus	NCBI_only	2448899	.
Okra leaf curl virus	NCBI_only	163654	.
Mycobacterium phage AN9	NCBI_only	2725646	.
Avocet megrivirus	NCBI_only	2212751	.
Klebsiella phage JD905	NCBI_only	2675825	.
Klebsiella phage JD902	NCBI_only	2675824	.
Marine virus AFVG_250C00467	NCBI_only	2573544	.
Klebsiella phage JD908	NCBI_only	2675827	.
Bacteroides phage DAC15	NCBI_only	2710495	.
Bulbul coronavirus HKU11	Both	574549	2019.v1.4997
Avipoxvirus FGPV_KD09.ZAF	NCBI_only	1367515	.
Klebsiella phage ST258-KPC3phi16.1	NCBI_only	2510456	.
Streptococcus satellite phage Javan518	NCBI_only	2558728	.
Bat alphacoronavirus	NCBI_only	2419667	.
Salivirus sp.	NCBI_only	2039694	.
Cyanophage clone GS2714	NCBI_only	156719	.
Cyanophage clone GS2717	NCBI_only	156720	.
Cyanophage clone GS2711	NCBI_only	156716	.
Cyanophage clone GS2713	NCBI_only	156718	.
Cyanophage clone GS2712	NCBI_only	156717	.
Lake Sarah-associated circular virus-48	NCBI_only	1685777	.
Rhinolophus thomasi polyomavirus 1	NCBI_only	2447822	.
Rhinolophus thomasi polyomavirus 2	NCBI_only	2447823	.
Largemouth bass reovirus	NCBI_only	1885633	.
Marine virus AFVG_250N00808	NCBI_only	2574401	.
Marine virus AFVG_250N00806	NCBI_only	2574399	.
Marine virus AFVG_250N00807	NCBI_only	2574400	.
Marine virus AFVG_250N00802	NCBI_only	2574398	.
Oriximina phlebovirus	Both	2734466	2019.v1.4770
Marine virus AFVG_250N00801	NCBI_only	2574397	.
Lutraria rhynchaena circular ssDNA virus	NCBI_only	2777689	.
Staphylococcus phage vB_SauM_EW36	NCBI_only	2713021	.
Pseudomonas virus 119X	Both	347326	2019.v1.1303
Emilia sonchifolia noda-like virus	NCBI_only	2740148	.
Celery torradovirus 1	NCBI_only	2510979	.
Marine virus AFVG_250C00583	NCBI_only	2573589	.
Marine virus AFVG_250C00587	NCBI_only	2573590	.
Flavobacterium phage FCOV-F18	NCBI_only	2764959	.
Marbled eel polyomavirus	NCBI_only	1662286	.
Human rhinovirus DK-1	NCBI_only	532081	.
Serratia phage Tsm2	NCBI_only	2787014	.
Flavobacterium phage FCOV-F12	NCBI_only	2764955	.
Ndumu virus	Both	59302	2019.v1.3547
Husavirus ACS160	NCBI_only	1714296	.
Flavobacterium phage FCOV-F11	NCBI_only	2764954	.
Flavobacterium phage FCOV-F16	NCBI_only	2565699	.
Flavobacterium phage FCOV-F17	NCBI_only	2764958	.
Dilkington hypovirus	NCBI_only	2716743	.
Flavobacterium phage FCOV-F15	NCBI_only	2764957	.
Bacillus phage beta22	NCBI_only	38036	.
